Super_Built_up_Area,Area,Carpet_Area,Floor_Number,Parking,Furnishing,Location,Bathrooms,Bedrooms,Balconies,Price
,,700,2,,,Goregaon East,0,2,2,139
1432,,,2,1,,Goregaon East,0,3,3,350
620,,440,2,1,1,Goregaon East,2,2,1,97
640,,,7,1,0,Goregaon East,2,2,1,87
,430,,4,,2,Goregaon East,1,1,1,85
380,320,280,18,1,1,Goregaon East,0,1,1,28.5
2120,2100,1769,25,1,1,Goregaon East,1,3,3,390
1290,1250,900,16,1,1,Goregaon East,1,2,2,225
,2500,,3,1,,Goregaon East,2,2,2,1000
520,500,480,4,,,Goregaon East,1,2,1,90
,600,462,9,1,2,Goregaon East,0,2,1,86
,450,400,1,1,2,Goregaon East,0,2,1,25
,,300,4,1,,Goregaon East,0,1,1,85
,647,,,,,Goregaon East,0,1,1,100
1150,900,750,15,1,,Goregaon East,0,2,2,175
332,,,5,,2,Goregaon East,0,1,1,61
,,400,,1,0,Goregaon East,1,1,1,110
3640,,,22,4,2,Goregaon East,3,6,6,860
798,,,19,,,Goregaon East,0,2,2,80
1200,800,650,1,,,Goregaon East,3,2,2,155
900,810,657,5,1,,Goregaon East,0,2,2,162
560,,460,7,,,Goregaon East,0,2,1,98
,,497,,,2,Goregaon East,0,2,2,132
,545,376,6,1,,Goregaon East,1,1,1,59
,,429,2,,1,Goregaon East,2,2,1,90
2052,,1450,8,2,0,Goregaon East,3,3,3,475
,375,,5,1,2,Goregaon East,0,1,1,85
1100,1000,750,10,,1,Goregaon East,2,2,2,190
780,770,,3,1,1,Goregaon East,0,1,2,90
1000,970,,4,1,,Goregaon East,2,2,2,120
1225,1150,832,15,1,1,Goregaon East,0,2,2,215
,,330,7,,,Goregaon East,0,2,1,88
,463,350,3,,2,Goregaon East,0,1,1,70
475,,,,1,,Goregaon East,0,2,1,85
1225,1150,834,15,1,,Goregaon East,0,2,2,205
700,600,495,1,,,Goregaon East,0,1,1,120
798,785,550,13,1,,Goregaon East,0,2,2,54
550,450,,2,,,Goregaon East,0,1,1,32
1215,,710,20,1,2,Goregaon East,0,2,2,175
860,850,610,5,1,1,Goregaon East,1,2,2,107
,440,330,1,1,1,Goregaon East,0,1,1,50
,480,360,4,1,1,Goregaon East,0,1,1,68
,970,660,11,1,1,Goregaon East,0,2,2,120
675,,475,5,,1,Goregaon East,0,1,1,90
728,,,3,,2,Goregaon East,0,1,1,85
974,,,1,1,,Goregaon East,,2,2,120
,,225,5,,1,Goregaon East,1,1,0,30
1095,900,650,2,1,1,Goregaon East,2,2,1,135
1095,865,645,10,1,0,Goregaon East,2,2,0,142
,1000,700,12,1,1,Goregaon East,2,2,1,138
974,750,664,3,1,0,Goregaon East,2,2,0,145
1050,900,695,5,1,1,Goregaon East,2,2,2,180
974,,,2,1,,Goregaon East,2,2,0,120
642,520,480,6,1,2,Goregaon East,1,1,0,80
1095,850,670,6,1,1,Goregaon East,2,2,0,136
,775,600,1,2,,Goregaon East,2,2,0,123
1064,850,665,3,1,1,Goregaon East,2,2,0,138
,526,340,6,3,2,Goregaon East,1,1,0,45
1100,900,650,7,1,2,Goregaon East,2,2,3,162
1745,,1100,33,2,1,Goregaon East,3,3,2,240
500,,430,2,1,1,Goregaon East,1,1,1,75
1435,1100,950,14,1,1,Goregaon East,2,2,1,216
1728,,1130,40,2,1,Goregaon East,4,3,2,385
,480,325,3,1,2,Goregaon East,1,1,0,65
1281,1275,776,9,1,2,Goregaon East,2,3,0,170
650,550,450,5,1,2,Goregaon East,2,1,2,120
1735,1335,1095,15,1,1,Goregaon East,2,3,1,250
630,550,400,2,1,2,Goregaon East,2,1,0,99
,650,500,1,1,0,Goregaon East,1,2,2,125
1330,1100,802,4,1,2,Goregaon East,3,3,0,200
630,550,400,2,1,2,Goregaon East,2,1,0,99
860,800,700,3,1,1,Goregaon East,2,2,0,103
1000,,664,6,1,,Goregaon East,2,2,0,135
860,840,625,4,1,2,Goregaon East,2,2,0,105
,344,240,9,2,2,Goregaon East,1,1,0,28
1075,,638,2,1,2,Goregaon East,2,2,0,145
550,,,6,2,,Goregaon East,1,1,1,60
798,,,12,1,,Goregaon East,2,2,0,85
685,,,13,1,0,Goregaon East,1,1,1,46
1538,,932,11,10,2,Goregaon East,3,3,0,210
1700,,,7,,,Goregaon East,3,3,0,140
650,600,550,3,,2,Goregaon East,2,2,0,125
1280,1000,776,3,1,2,Goregaon East,2,3,0,205
500,,420,3,2,1,Goregaon East,1,1,0,85
,526,380,9,2,2,Goregaon East,1,1,2,44
1420,1278,994,16,1,1,Goregaon East,2,2,1,217
1280,,776,10,1,2,Goregaon East,2,3,0,198
,1040,602,14,1,2,Goregaon East,2,2,2,163
750,,546,10,1,1,Goregaon East,2,2,1,95
490,400,324,8,,1,Goregaon East,2,1,0,62
1064,850,600,20,1,0,Goregaon East,2,2,0,132
1404,1200,877,19,1,1,Goregaon East,2,2,1,248
473,420,390,12,1,2,Goregaon East,1,1,0,75
1031,950,670,9,1,1,Goregaon East,2,2,0,160
,890,660,2,1,1,Goregaon East,2,2,2,140
1000,850,634,2,1,0,Goregaon East,2,2,0,140
1420,1400,920,22,1,1,Goregaon East,2,2,1,240
1050,,,4,,2,Goregaon East,2,2,1,120
690,,,5,,2,Goregaon East,2,1,1,94
630,550,418,12,1,2,Goregaon East,2,1,0,115
1280,1100,776,4,1,2,Goregaon East,2,3,0,202
1395,1325,903,24,2,2,Goregaon East,2,2,2,255
500,,324,1,1,,Goregaon East,2,1,0,61
974,785,550,7,3,2,Goregaon East,2,2,0,60
1820,1800,1350,22,1,0,Goregaon East,3,3,1,310
1690,1450,1250,24,1,1,Goregaon East,3,3,2,375
1050,1000,700,17,1,,Goregaon East,2,2,2,190
1200,,,23,1,1,Goregaon East,2,3,2,300
1450,1420,920,23,1,1,Goregaon East,2,2,1,245
2811,,,17,1,0,Goregaon East,4,4,2,425
800,750,660,2,1,2,Goregaon East,2,2,2,129
1820,1800,1180,19,2,0,Goregaon East,3,3,1,300
974,785,570,8,2,2,Goregaon East,2,2,0,60
1566,,,40,2,1,Goregaon East,4,3,2,350
1690,1260,996,14,1,1,Goregaon East,3,3,3,390
,340,,2,3,1,Goregaon East,1,1,1,68
2465,2450,1679,30,2,0,Goregaon East,4,4,1,430
1290,1250,800,31,1,1,Goregaon East,2,2,1,255
1690,1650,1200,37,1,1,Goregaon East,3,3,1,370
1728,1566,1081,40,2,1,Goregaon East,4,3,2,355
1404,1104,840,31,2,1,Goregaon East,2,2,2,260
1420,1400,920,17,2,0,Goregaon East,2,2,1,245
1420,1400,920,22,1,0,Goregaon East,2,2,1,240
1295,1250,950,28,2,0,Goregaon East,2,3,1,310
,1120,880,18,2,,Goregaon East,3,3,0,230
,1960,1860,,1,,Goregaon East,2,3,1,195
1728,,1300,11,1,,Goregaon East,3,3,0,340
3200,,2223,9,3,1,Goregaon East,4,4,3,750
1690,1282,991,20,2,1,Goregaon East,3,3,2,390
450,,350,3,,2,Goregaon East,1,1,2,82
670,660,412,2,1,2,Goregaon East,2,1,0,100
750,,456,10,1,1,Goregaon East,2,1,1,80
2103,,1196,5,1,,Goregaon East,3,3,0,400
1063,,,28,1,1,Goregaon East,2,2,1,240
1820,,1330,10,3,2,Goregaon East,4,3,1,366
,,315,4,1,0,Goregaon East,1,1,0,78
900,,,3,,0,Goregaon East,2,2,0,125
1280,1100,776,8,1,2,Goregaon East,3,3,0,205
,1566,,37,2,1,Goregaon East,3,3,2,350
,,628,1,1,1,Goregaon East,3,2,0,122
1600,1200,800,4,1,2,Goregaon East,3,3,0,225
,600,408,9,1,2,Goregaon East,1,1,1,90.45
1595,1569,981,32,1,2,Goregaon East,3,3,0,328
1566,,,37,2,1,Goregaon East,4,3,2,370
2195,1700,1400,4,1,1,Goregaon East,4,3,1,420
480,,,4,,2,Goregaon East,1,1,0,65
974,,646,14,1,2,Goregaon East,2,2,0,130
1820,1680,1280,38,2,0,Goregaon East,3,3,3,450
2195,,1350,10,2,2,Goregaon East,4,3,3,435
642,,,4,1,0,Goregaon East,1,1,0,85
,,324,20,,1,Goregaon East,2,1,0,61
,,323,9,1,1,Goregaon East,2,1,0,61
1180,920,840,18,1,1,Goregaon East,3,3,0,185
2195,1600,1330,33,3,2,Goregaon East,4,3,0,450
,250,,3,,2,Goregaon East,1,1,2,14
2195,,1350,16,2,1,Goregaon East,4,3,3,438
,741,,7,1,,Goregaon East,1,1,0,76
565,544,395,5,1,2,Goregaon East,1,1,0,45
2195,,1330,19,1,2,Goregaon East,4,3,0,400
,2256,1367,29,1,1,Goregaon East,3,3,2,455
1690,1680,1040,15,1,0,Goregaon East,3,3,1,424
741,,,3,,0,Goregaon East,2,1,0,82
,1700,1250,4,2,2,Goregaon East,3,3,0,125
695,,,1,1,,Goregaon East,1,1,2,135
1723,,1077,2,1,2,Goregaon East,3,3,0,293
1215,,878,14,1,,Goregaon East,2,2,2,230
1020,,664,2,1,0,Goregaon East,2,2,0,140
1820,,,20,1,2,Goregaon East,3,3,3,420
,,2142,9,3,,Goregaon East,4,4,3,800
345,325,275,22,2,,Goregaon East,2,1,1,34
974,,646,16,1,1,Goregaon East,2,2,1,139
1000,650,440,10,1,1,Goregaon East,2,1,2,95
,2256,1367,31,1,1,Goregaon East,3,3,2,454
,2256,1367,32,1,1,Goregaon East,3,3,2,465
,1820,1081,35,1,1,Goregaon East,3,3,0,442
640,,,6,1,0,Goregaon East,2,1,3,85
2650,,1850,5,2,1,Goregaon East,3,3,2,310
2650,,1850,5,2,1,Goregaon East,3,3,2,310
3200,,1850,10,2,1,Goregaon East,3,3,2,350
785,,620,4,1,2,Goregaon East,2,2,3,138
2195,,,29,1,,Goregaon East,4,3,1,520
785,623,519,7,2,0,Goregaon East,2,2,3,60
785,623,519,7,2,0,Goregaon East,2,2,3,59
,2000,,6,,,Goregaon East,4,4,,225
,2256,1367,23,1,1,Goregaon East,3,2,3,434
,2256,1367,39,1,1,Goregaon East,3,2,3,473
,2256,1367,30,1,1,Goregaon East,3,2,3,443
810,,,1,1,0,Goregaon East,2,0,2,155
745,,575,2,,,Goregaon East,2,0,2,145
,2256,1367,34,1,,Goregaon East,3,2,3,468
629,,,9,1,0,Goregaon East,1,2,2,114
575,500,420,5,,1,Goregaon East,1,0,2,90
925,924,630,9,3,1,Goregaon East,2,0,2,210
705,650,415,9,1,2,Goregaon East,1,0,2,120
1020,900,640,3,1,1,Goregaon East,2,2,2,126
789,,512,6,,,Goregaon East,1,0,1,85
,650,440,7,1,1,Goregaon East,1,3,2,90
,650,440,3,1,1,Goregaon East,1,1,2,90
1250,,850,36,1,1,Goregaon East,2,1,2,185
2280,,,14,2,2,Goregaon East,3,0,3,390
,1300,760,9,1,1,Goregaon East,3,0,3,200
1042,1000,700,2,1,1,Goregaon East,2,1,2,176
,650,,6,1,,Goregaon East,1,2,2,125
340,272,240,4,1,,Goregaon East,1,1,1,32.99
2811,,1650,18,2,1,Goregaon East,4,3,4,435
1717,,1077,20,1,2,Goregaon East,3,1,3,325
,1577,1103,2,1,1,Goregaon East,3,1,3,410
610,,,5,1,2,Goregaon East,1,0,2,85
,,638,1,1,1,Goregaon East,2,2,2,170
,538,461,15,1,0,Goregaon East,1,0,1,45
981,798,575,12,1,2,Goregaon East,2,0,2,60
1660,,1280,9,2,,Goregaon East,3,1,3,130
620,600,440,21,1,0,Goregaon East,1,1,2,110
,2256,1367,35,1,,Goregaon East,3,2,3,475
1566,,985,18,1,1,Goregaon East,2,1,2,221
710,,510,4,1,,Goregaon East,1,1,2,65
785,,,6,1,,Goregaon East,2,0,2,60
,,988,8,1,1,Goregaon East,3,0,3,265
1860,,1300,14,1,,Goregaon East,3,3,3,175
1800,1680,,5,1,2,Goregaon East,3,1,3,135
1210,,768,6,1,2,Goregaon East,2,0,2,205
,,1004,18,1,2,Goregaon East,3,1,3,235
340,,240,18,1,,Goregaon East,1,1,1,35
,,776,5,1,,Goregaon East,3,0,2,247
,,423,17,1,2,Goregaon East,1,0,2,106
,974,750,7,3,2,Goregaon East,3,3,3,68
2195,,,22,1,,Goregaon East,3,1,4,454
1554,,1196,12,1,2,Goregaon East,3,0,3,430
,,623,7,1,2,Goregaon East,2,0,2,156
,,623,1,1,2,Goregaon East,2,0,2,156
938.15,776.4,647,7,2,2,Goregaon East,2,0,2,175
,,598,13,1,2,Goregaon East,2,0,2,150
1370,1050,830,16,1,2,Goregaon East,2,0,2,230
1370,,814,10,1,,Goregaon East,2,1,2,200
1215,,716,10,1,2,Goregaon East,2,0,2,175
1100,1000,700,1,1,2,Goregaon East,2,3,2,170
1560,,920,1,1,2,Goregaon East,3,0,3,235
,,650,10,1,,Goregaon East,2,3,2,178
1050,,700,16,1,,Goregaon East,2,1,2,100
,,440,3,1,,Goregaon East,1,3,1,108
,544,,4,1,,Goregaon East,1,0,1,45.15
,,650,10,1,1,Goregaon East,2,0,2,175
785,,,10,1,,Goregaon East,2,0,2,65
350,330,240,7,1,2,Goregaon East,1,0,1,27
800,785,575,6,1,2,Goregaon East,2,0,2,60
1560,1460,930,9,1,2,Goregaon East,3,1,3,249
1370,,815,8,1,2,Goregaon East,2,1,2,199
,380,220,18,,2,Goregaon East,1,0,1,27
,1350,815,7,1,1,Goregaon East,2,0,2,180
1800,,,20,5,,Goregaon East,3,1,3,170
360,340,240,12,2,2,Goregaon East,1,0,1,28
,1225,750,20,1,2,Goregaon East,2,0,2,225
,815,500,15,1,2,Goregaon East,1,0,2,150
650,550,390,6,,,Goregaon East,1,0,2,90
1820,,,19,1,1,Goregaon East,3,1,3,291
585,45.6,450,7,1,,Goregaon East,1,1,2,85
810,,550,5,,,Goregaon East,2,0,2,160
1100,1050,700,6,1,0,Goregaon East,2,1,1,165
,640,,10,1,2,Goregaon East,1,3,2,85
,1520,1350,2,2,,Goregaon East,3,0,3,350
,1420,,32,1,1,Goregaon East,2,1,2,245
1566,,,11,2,,Goregaon East,3,2,3,470
1420,,,15,1,0,Goregaon East,2,1,2,220
,1950,1265,19,2,,Goregaon East,3,2,3,315
1000,950,625,5,1,0,Goregaon East,2,1,2,140
1061,,690,5,1,1,Goregaon East,2,0,2,150
,1100,880,,1,0,Goregaon East,3,0,2,115
,,988,15,1,2,Goregaon East,3,0,3,285
1100,1010,755,5,1,0,Goregaon East,2,1,2,160
,310,225,3,,,Goregaon East,1,0,1,40
750,700,,1,,,Goregaon East,2,1,2,130
1150,1050,,13,1,,Goregaon East,3,0,2,215
,,,2,1,2,Goregaon East,3,1,2,400
,1975,,40,1,,Goregaon East,3,0,3,350
1350,1000,810,6,2,1,Goregaon East,3,0,3,240
,575,,6,1,2,Goregaon East,1,1,2,90
842,,,7,1,,Goregaon East,2,3,2,75
,500,,2,,2,Goregaon East,1,1,1,95
660,,,4,,0,Goregaon East,1,0,2,115
1000,,750,4,1,0,Goregaon East,2,0,2,140
1200,995,887,8,4,2,Goregaon East,3,0,2,350
,1120,,7,,2,Goregaon East,2,0,2,158
1175,,,5,1,,Goregaon East,3,0,3,201
1031,830,631,5,1,0,Goregaon East,2,0,2,135
,1820,,24,2,,Goregaon East,3,1,3,310
,480,,,1,,Goregaon East,1,0,1,63
,350,,4,1,1,Goregaon East,1,0,1,60
1215,,920,13,1,0,Goregaon East,2,1,2,265
,1465,1250,4,1,0,Goregaon East,3,1,3,300
,310,,12,,,Goregaon East,1,0,1,27
620,,,4,1,1,Goregaon East,1,1,2,103
1690,,,8,1,0,Goregaon East,3,2,3,440
1820,,1200,24,1,0,Goregaon East,3,1,3,305
,575,400,4,,0,Goregaon East,1,1,1,105
,1720,,14,1,,Goregaon East,2,1,2,280
1420,,,21,1,1,Goregaon East,2,1,2,250
,480,,3,,,Goregaon East,1,0,1,85
,1375,,2,1,0,Goregaon East,3,0,3,310
1420,,,22,1,0,Goregaon East,2,1,2,245
910,850,625,3,2,0,Goregaon East,2,0,2,158
1404,,,14,2,0,Goregaon East,2,1,2,265
,1660,,1,,,Goregaon East,3,0,3,125
,642,,4,,0,Goregaon East,1,0,1,81
650,,,1,1,,Goregaon East,2,1,2,175
,605,,11,1,,Goregaon East,1,0,2,120
850,750,590,1,1,0,Goregaon East,2,0,2,135
,,988,11,1,2,Goregaon East,3,0,3,280
1200,,840,8,1,2,Goregaon East,3,0,2,340
,340,,6,1,0,Goregaon East,1,1,1,39
1200,,,4,1,0,Goregaon East,2,0,2,280
,200,,6,,2,Goregaon East,1,0,1,16
2811,,1790,8,2,,Goregaon East,4,1,4,445
865,,611,3,,,Goregaon East,2,2,2,75
,325,,,,,Goregaon East,1,0,1,50
1050,900,830,19,1,,Goregaon East,2,3,2,250
,544,384,18,1,,Goregaon East,1,1,1,50
560,544,390,6,2,2,Goregaon East,1,0,1,43
1031,,,20,1,,Goregaon East,2,0,2,174
,480,,1,1,,Goregaon East,1,1,1,58
300,,225,2,,0,Goregaon East,1,0,1,48
940,777,648,4,2,0,Goregaon East,2,0,2,180
,860,,1,,,Goregaon East,2,,2,160
430,,,3,2,0,Goregaon East,1,1,1,55
1820,1325,1081,27,2,1,Goregaon East,2,3,3,429
650,540,440,9,1,1,Goregaon East,3,2,1,96
1250,,,13,1,,Goregaon East,0,3,3,110
600,,430,4,1,1,Goregaon East,0,2,1,90
640,540,450,5,1,1,Goregaon East,3,2,1,97
1995,1596,1305,22,2,1,Goregaon East,1,3,3,290
570,,,7,,0,Goregaon East,0,2,1,111
1095,950,650,9,1,0,Goregaon East,0,2,2,150
1000,,850,8,1,2,Goregaon East,1,2,2,210
,565,395,4,1,,Goregaon East,0,2,1,95
860,800,700,4,1,0,Goregaon East,0,2,2,105
1064,850,600,22,1,1,Goregaon East,0,2,2,133
1560,,920,2,1,2,Goregaon East,0,3,3,256
350,330,240,7,2,2,Goregaon East,0,1,1,28
800,798,560,10,2,,Goregaon East,0,2,2,60
560,544,390,11,2,2,Goregaon East,0,1,1,45
340,275,225,7,1,0,Goregaon East,1,1,1,32
1635,1600,1050,36,2,1,Goregaon East,1,2,3,270
,,2200,13,5,2,Goregaon East,3,3,3,1200
1400,1300,1150,1,,0,Goregaon East,1,3,3,245
,480,320,7,,1,Goregaon East,0,1,1,72
1031,900,750,1,1,,Goregaon East,0,2,2,165
,810,,5,1,,Goregaon East,0,2,2,149
1215,,716,1,1,2,Goregaon East,0,2,2,204
761,,580,6,1,1,Goregaon East,1,2,2,125
2811,,1768,4,2,1,Goregaon East,1,4,4,400
1020,820,670,2,1,0,Goregaon East,0,2,2,140
1031,840,753,29,1,0,Goregaon East,0,2,2,150
400,344,240,4,2,,Goregaon East,0,1,1,28
1230,,768,2,1,2,Goregaon East,0,2,2,182
974,785,580,12,4,,Goregaon East,0,2,2,65
840,,640,6,1,0,Goregaon East,0,2,2,144
,1300,1124,17,1,2,Goregaon East,0,3,3,337
,1400,1196,12,1,1,Goregaon East,0,3,3,359
,1800,,24,1,1,Goregaon East,1,3,3,300
,790,580,12,2,,Goregaon East,0,2,2,63
544,480,380,10,2,2,Goregaon East,0,1,1,43
,1700,1440,10,1,,Goregaon East,0,4,4,432
,1300,1077,14,1,2,Goregaon East,0,3,3,323
1000,,800,10,1,1,Goregaon East,1,2,2,205
1000,850,664,28,1,0,Goregaon East,0,2,2,160
1000,850,664,14,1,0,Goregaon East,0,2,2,140
765,,,10,,,Goregaon East,0,2,2,60
1404,1200,887,30,1,1,Goregaon East,1,2,2,251
1242,1064,623,8,1,0,Goregaon East,0,2,2,125
1145,1064,650,7,1,,Goregaon East,1,2,2,150
,1031,,18,1,,Goregaon East,2,2,2,170
,1265,1000,6,4,2,Goregaon East,0,3,3,85
1995,1820,1255,32,1,0,Goregaon East,3,3,3,340
,1250,1073,15,1,,Goregaon East,0,3,3,322
1404,1200,877,30,1,1,Goregaon East,1,2,2,249
1404,1200,877,24,1,1,Goregaon East,1,2,2,252
940,,755,5,1,0,Goregaon East,1,2,2,200
525,,320,9,1,1,Goregaon East,1,1,1,60
940,650,590,14,1,,Goregaon East,0,2,2,175
1820,1325,1081,39,2,0,Goregaon East,3,3,3,450
,2304,1440,17,2,,Goregaon East,3,5,4,600
600,570,430,5,1,,Goregaon East,1,2,1,103
900,,,4,1,,Goregaon East,1,2,2,130
1404,1150,887,30,1,,Goregaon East,1,2,2,250
2205,1750,1378,22,1,,Goregaon East,2,5,3,430
,1200,800,16,2,,Goregaon East,0,2,2,305
1342,,881,12,1,2,Goregaon West,1,2,2,193
1483,1480,900,15,1,1,Goregaon West,3,3,2,199
1428,1000,866,5,1,2,Goregaon West,0,2,2,180
1250,1000,760,6,1,2,Goregaon West,0,2,2,190
,579,,1,1,1,Goregaon West,2,2,2,140
700,660,430,6,1,2,Goregaon West,0,1,1,120
3308,2646,2068,5,2,1,Goregaon West,2,5,4,479
1329,1298,819,40,1,,Goregaon West,0,2,2,171
875,,835,15,1,2,Goregaon West,0,2,2,190
3308,,2164,22,1,2,Goregaon West,2,5,4,563
2193,1756,1370,5,1,1,Goregaon West,2,3,3,315
,708,,1,1,1,Goregaon West,2,2,2,168
1353,990,820,10,1,2,Goregaon West,0,2,2,185
1590,1258,1088,4,1,2,Goregaon West,0,3,3,290
1105,900,711,5,1,2,Goregaon West,0,2,2,181
1030,,630,10,,0,Goregaon West,0,2,2,150
2090,,1400,5,2,2,Goregaon West,2,3,4,425
1100,900,700,5,1,,Goregaon West,0,2,2,180
1941,,1250,5,2,2,Goregaon West,0,3,3,410
1328,,996,11,1,2,Goregaon West,2,2,2,186
899,700,579,7,1,2,Goregaon West,0,2,2,175
1935,,1276,12,1,2,Goregaon West,2,3,3,324
1100,,700,13,1,2,Goregaon West,1,2,2,225
1450,,950,4,1,2,Goregaon West,1,3,3,325
1935,1548,1210,5,1,1,Goregaon West,2,3,3,279
1769,,1326,10,16,2,Goregaon West,2,3,3,230
1100,,700,16,1,0,Goregaon West,0,2,2,135
,1860,1250,32,1,2,Goregaon West,3,3,3,365
850,735,617,1,,2,Goregaon West,0,1,2,135
152,,,7,1,2,Goregaon West,1,2,3,285
1342,1073,839,5,1,1,Goregaon West,1,2,2,196
1268,,,8,1,,Goregaon West,0,2,2,178
1050,,764,2,2,,Goregaon West,0,2,2,235
,,905,1,1,,Goregaon West,3,2,2,186
2400,,1505,4,2,1,Goregaon West,3,4,4,330
1342,,,20,1,1,Goregaon West,2,2,2,180
2664,,1750,19,2,1,Goregaon West,3,4,3,640
1173,810,711,7,1,2,Goregaon West,0,2,2,190
,,1088,1,1,2,Goregaon West,3,3,3,230
1680,,1338,20,1,1,Goregaon West,2,3,3,310
1353,,820,6,1,1,Goregaon West,0,2,2,190
1483,1480,900,15,1,1,Goregaon West,3,3,2,199
2384,,,16,1,,Goregaon West,2,3,3,435
,350,,6,1,1,Goregaon West,0,1,1,56
1342,,,13,1,1,Goregaon West,1,2,2,160
3125,,1960,34,2,,Goregaon West,3,4,4,500
1893,,,6,2,2,Goregaon West,2,5,4,325
900,885,650,5,1,2,Goregaon West,1,3,2,200
1378,,903,15,1,2,Goregaon West,2,2,2,240
1562,,1033,10,1,2,Goregaon West,0,3,3,265
1420,,931,10,1,2,Goregaon West,2,2,2,223
1000,900,800,5,1,0,Goregaon West,0,2,2,200
,,913,9,1,2,Goregaon West,0,2,2,196
1342,,720,13,1,2,Goregaon West,1,2,2,180
899,,579,5,1,2,Goregaon West,0,2,2,144
1105,,670,9,1,1,Goregaon West,2,2,2,170
650,,500,7,1,0,Goregaon West,1,1,1,100
1378,,881,24,1,1,Goregaon West,0,2,2,180
2250,,1460,4,1,2,Goregaon West,1,3,3,370
1509,,,13,1,1,Goregaon West,2,3,3,210
1935,,,6,1,2,Goregaon West,1,3,3,425
1509,,997,1,1,2,Goregaon West,1,3,3,219
2384,,1267,21,1,,Goregaon West,0,3,3,325
1500,1400,950,16,1,2,Goregaon West,1,3,3,275
1420,,,10,1,,Goregaon West,1,2,2,229
2193,,,13,1,,Goregaon West,1,4,3,353
1378,,,12,1,,Goregaon West,0,2,2,222
1852,1768,1129,40,1,,Goregaon West,0,3,3,271
3125,2875,2013,27,2,1,Goregaon West,2,4,4,419
,,78.49,12,1,2,Goregaon West,0,3,3,254
1050,,650,5,1,2,Goregaon West,1,2,2,170
977,,618,10,1,,Goregaon West,0,2,2,153
1600,1400,1033,1,1,2,Goregaon West,0,3,3,220
2008,,1318,10,1,2,Goregaon West,2,3,3,338
1530,,1017,10,1,2,Goregaon West,0,3,3,259
1715,,1150,17,1,2,Goregaon West,1,3,3,300
1342,1340,900,21,1,2,Goregaon West,1,2,2,197
1506,1500,913,1,1,1,Goregaon West,1,2,2,194
1342,1300,881,1,1,1,Goregaon West,1,2,2,187
1420,1200,932,16,1,2,Goregaon West,1,2,2,205
1342,1165,913,5,1,2,Goregaon West,1,2,2,205
1475,1200,894,9,1,2,Goregaon West,0,3,3,265
1460,1100,890,7,1,2,Goregaon West,0,3,3,258
,1935,,10,1,1,Goregaon West,0,3,3,250
926,,579,5,1,2,Goregaon West,0,2,2,144
1088,,627,5,1,2,Goregaon West,0,2,2,156
,2815,,26,2,,Goregaon West,2,4,5,470
1250,1000,760,7,1,2,Goregaon West,0,2,2,185
1769,,,10,1,,Goregaon West,0,3,3,267
,,1017,1,1,2,Goregaon West,1,3,3,221
1650,1200,1000,6,1,2,Goregaon West,0,2,3,280
1378,1340,861,18,1,2,Goregaon West,0,2,2,200
,,1128,22,1,0,Goregaon West,0,3,3,260
1105,,650,14,1,2,Goregaon West,2,2,2,177
1411,1400,894,14,1,2,Goregaon West,0,3,3,192
2102,2100,1274,1,1,1,Goregaon West,1,3,3,276
2000,,1200,10,1,2,Goregaon West,1,3,4,300
1769,,,11,1,,Goregaon West,0,3,3,279
2141,,1338,7,2,1,Goregaon West,2,3,3,310
2141,,1838,7,2,1,Goregaon West,2,3,3,310
650,550,465,4,1,2,Goregaon West,0,1,1,120
3308,,,15,1,,Goregaon West,1,5,4,533
678,670,424,21,1,0,Goregaon West,0,2,1,95
1650,,1050,18,1,2,Goregaon West,1,3,3,270
1500,1250,1000,5,1,0,Goregaon West,2,3,3,299
1098,,708,30,1,1,Goregaon West,0,2,2,180
1304,,881,27,1,1,Goregaon West,0,2,2,200
1820,,,14,1,,Goregaon West,3,3,3,365
2193,,1450,21,1,2,Goregaon West,1,4,3,391
950,,630,1,,,Goregaon West,,2,2,160
1378,,860,13,1,1,Goregaon West,2,2,0,180
1450,,850,10,1,2,Goregaon West,3,3,1,250
,,1022,19,2,2,Goregaon West,3,3,0,255
1170,900,711,4,1,2,Goregaon West,2,2,0,200
1353,,820,24,1,2,Goregaon West,3,2,1,225
1769,,1128,10,1,2,Goregaon West,3,3,1,300
2141,,1338,7,2,1,Goregaon West,3,3,2,310
1730,,1012,15,2,1,Goregaon West,3,3,2,345
1350,1100,913,16,1,2,Goregaon West,2,2,1,198
2141,,1338,7,2,1,Goregaon West,3,3,2,310
1509,,997,7,1,2,Goregaon West,3,3,0,247
931,,627,20,1,1,Goregaon West,2,2,0,150
,,672,7,1,2,Goregaon West,2,2,0,204
1730,,1012,20,2,1,Goregaon West,3,3,2,345
1342,1100,881,9,1,2,Goregaon West,2,2,1,196
899,670,579,5,1,2,Goregaon West,2,2,0,130
1950,,1255,25,1,2,Goregaon West,3,3,1,320
2194,,1352,27,1,2,Goregaon West,3,3,1,335
1562,,,8,1,,Goregaon West,3,3,1,287
1100,,790,15,1,2,Goregaon West,2,2,0,220
1509,,,10,1,,Goregaon West,3,3,0,243
1299,1090,850,15,,,Goregaon West,2,2,3,200
2750,,1750,30,1,2,Goregaon West,3,4,1,400
2090,,1267,18,1,,Goregaon West,3,3,2,310
1045,,700,18,1,1,Goregaon West,2,2,1,239
1326,,809,34,1,1,Goregaon West,2,2,3,260
,,450,6,1,0,Goregaon West,1,1,0,115
